ten_truong,ma_nganh,ten_nganh,diem_chuan,he_dao_tao,dia_chi,latitude,longitude,chat_luong,nhom_xep_hang,khu_vuc,linh_vuc,hoc_phi,canh_tranh,co_hoi_viec_lam,hoc_bong,chuong_trinh_lien_ket
Học viện Tài chính,MA0785,Tài chính - Ngân hàng,22.4,Chất lượng cao,"58 Lê Văn Hiến, Bắc Từ Liêm, Hà Nội",21.02727893,105.7998185,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Giao thông Vận tải,MA0786,Kỹ thuật ô tô,22.5,Liên kết quốc tế,"3 Cầu Giấy, Hà Nội",21.02687363,105.8118616,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Đại học Y tế Công cộng,MA0787,Y tế công cộng,22.6,Chính quy,"1A Đức Thắng, Bắc Từ Liêm, Hà Nội",21.03977767,105.8064104,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Học viện Ngân hàng,MA0788,Tài chính ngân hàng,22.7,Chất lượng cao,"12 Chùa Bộc, Đống Đa, Hà Nội",21.04309753,105.8079607,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Học viện Ngoại giao,MA0789,Quan hệ quốc tế,22.8,Liên kết quốc tế,"69 Chùa Láng, Đống Đa, Hà Nội",21.02337109,105.8028252,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Đại học Mở Hà Nội,MA0790,Quản trị nhân lực,22.9,Chính quy,"96 Định Công, Hoàng Mai, Hà Nội",21.03165443,105.7950983,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Đại học Mỹ thuật Công nghiệp,MA0791,Thiết kế thời trang,23,Chất lượng cao,"360 Đê La Thành, Đống Đa, Hà Nội",21.02939847,105.8028655,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Văn hóa Hà Nội,MA0792,Quản lý văn hóa,23.1,Liên kết quốc tế,"418 Đê La Thành, Đống Đa, Hà Nội",21.03685399,105.8118872,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Học viện Phụ nữ Việt Nam,MA0793,Công tác xã hội,23.2,Chính quy,"68 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.03893842,105.8097385,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Học viện Hành chính Quốc gia,MA0794,Quản lý nhà nước,23.3,Chất lượng cao,"77 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.0369234,105.7995039,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Học viện Âm nhạc Quốc gia Việt Nam,MA0795,Âm nhạc học,23.4,Liên kết quốc tế,"77 Hào Nam, Đống Đa, Hà Nội",21.02817317,105.8001134,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
Đại học Luật Hà Nội,MA0796,Luật,23.5,Chính quy,"87 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.0305147,105.7972403,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Đại học Phòng cháy chữa cháy,MA0797,Kỹ thuật phòng cháy,23.6,Chất lượng cao,"243 Khuất Duy Tiến, Thanh Xuân, Hà Nội",21.03233665,105.7975999,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Khoa học Xã hội và Nhân văn,MA0798,Xã hội học,23.7,Liên kết quốc tế,"336 Nguyễn Trãi, Thanh Xuân, Hà Nội",21.03836592,105.8107499,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Đại học Ngoại ngữ - ĐHQG Hà Nội,MA0799,Ngôn ngữ Anh,23.8,Chính quy,"Phạm Văn Đồng, Cầu Giấy, Hà Nội",21.02861385,105.7957525,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Đại học Sân khấu - Điện ảnh,MA0800,Đạo diễn điện ảnh,23.9,Chất lượng cao,"Mai Dịch, Cầu Giấy, Hà Nội",21.03556695,105.8103387,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Quốc gia Hà Nội,MA0801,Công nghệ thông tin,24,Liên kết quốc tế,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.04190269,105.7981541,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Đại học Sư phạm Hà Nội,MA0802,Kỹ thuật điện,24.1,Chính quy,"136 Xuân Thủy, Cầu Giấy, Hà Nội",21.03258821,105.8049563,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Đại học Công nghệ - ĐHQG Hà Nội,MA0803,Khoa học máy tính,24.2,Chất lượng cao,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.03295112,105.7939943,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Học viện Kỹ thuật Quân sự,MA0804,Kỹ thuật hàng không,24.3,Liên kết quốc tế,"236 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.04216858,105.8092187,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Học viện Công nghệ BCVT,MA0805,An toàn thông tin,24.4,Chính quy,"122 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.03807074,105.8047958,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Đại học Thương mại,MA0806,Quản trị kinh doanh,24.5,Chất lượng cao,"79 Hồ Tùng Mậu, Cầu Giấy, Hà Nội",21.03720788,105.7939587,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Điện lực,MA0807,Kỹ thuật điện tử,24.6,Liên kết quốc tế,"235 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.02685742,105.8032386,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
Đại học Kinh tế Quốc dân,MA0808,Kinh tế quốc tế,24.7,Chính quy,"207 Giải Phóng, Hai Bà Trưng, Hà Nội",21.04100494,105.8097791,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Đại học Công nghiệp Hà Nội,MA0809,Công nghệ vật liệu,24.8,Chất lượng cao,"298 Cầu Diễn, Bắc Từ Liêm, Hà Nội",21.03599523,105.802863,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Học viện Tài chính,MA0810,Tài chính - Ngân hàng,24.9,Liên kết quốc tế,"58 Lê Văn Hiến, Bắc Từ Liêm, Hà Nội",21.03807063,105.7978058,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Đại học Giao thông Vận tải,MA0811,Kỹ thuật ô tô,22,Chính quy,"3 Cầu Giấy, Hà Nội",21.02422028,105.8072397,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Đại học Y tế Công cộng,MA0812,Y tế công cộng,22.1,Chất lượng cao,"1A Đức Thắng, Bắc Từ Liêm, Hà Nội",21.02691263,105.7948386,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Học viện Ngân hàng,MA0813,Tài chính ngân hàng,22.2,Liên kết quốc tế,"12 Chùa Bộc, Đống Đa, Hà Nội",21.04139862,105.8131608,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Học viện Ngoại giao,MA0814,Quan hệ quốc tế,22.3,Chính quy,"69 Chùa Láng, Đống Đa, Hà Nội",21.03694697,105.8020411,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Đại học Mở Hà Nội,MA0815,Quản trị nhân lực,22.4,Chất lượng cao,"96 Định Công, Hoàng Mai, Hà Nội",21.02464767,105.7949749,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Mỹ thuật Công nghiệp,MA0816,Thiết kế thời trang,22.5,Liên kết quốc tế,"360 Đê La Thành, Đống Đa, Hà Nội",21.03538202,105.7988091,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Đại học Văn hóa Hà Nội,MA0817,Quản lý văn hóa,22.6,Chính quy,"418 Đê La Thành, Đống Đa, Hà Nội",21.0253251,105.8125037,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Học viện Phụ nữ Việt Nam,MA0818,Công tác xã hội,22.7,Chất lượng cao,"68 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.02330281,105.8035238,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Học viện Hành chính Quốc gia,MA0819,Quản lý nhà nước,22.8,Liên kết quốc tế,"77 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.02705611,105.7986281,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
Học viện Âm nhạc Quốc gia Việt Nam,MA0820,Âm nhạc học,22.9,Chính quy,"77 Hào Nam, Đống Đa, Hà Nội",21.02370437,105.8112997,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Đại học Luật Hà Nội,MA0821,Luật,23,Chất lượng cao,"87 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.03444671,105.7942939,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Phòng cháy chữa cháy,MA0822,Kỹ thuật phòng cháy,23.1,Liên kết quốc tế,"243 Khuất Duy Tiến, Thanh Xuân, Hà Nội",21.03298669,105.805037,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Đại học Khoa học Xã hội và Nhân văn,MA0823,Xã hội học,23.2,Chính quy,"336 Nguyễn Trãi, Thanh Xuân, Hà Nội",21.03929433,105.8071086,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Đại học Ngoại ngữ - ĐHQG Hà Nội,MA0824,Ngôn ngữ Anh,23.3,Chất lượng cao,"Phạm Văn Đồng, Cầu Giấy, Hà Nội",21.0393953,105.8076572,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Sân khấu - Điện ảnh,MA0825,Đạo diễn điện ảnh,23.4,Liên kết quốc tế,"Mai Dịch, Cầu Giấy, Hà Nội",21.03937935,105.8064775,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Đại học Quốc gia Hà Nội,MA0826,Công nghệ thông tin,23.5,Chính quy,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.03474087,105.8133829,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Đại học Sư phạm Hà Nội,MA0827,Kỹ thuật điện,23.6,Chất lượng cao,"136 Xuân Thủy, Cầu Giấy, Hà Nội",21.0302134,105.8117589,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Công nghệ - ĐHQG Hà Nội,MA0828,Khoa học máy tính,23.7,Liên kết quốc tế,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.0397822,105.7984877,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Học viện Kỹ thuật Quân sự,MA0829,Kỹ thuật hàng không,23.8,Chính quy,"236 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.02788844,105.7955011,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Học viện Công nghệ BCVT,MA0830,An toàn thông tin,23.9,Chất lượng cao,"122 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.04297039,105.7979881,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Thương mại,MA0831,Quản trị kinh doanh,24,Liên kết quốc tế,"79 Hồ Tùng Mậu, Cầu Giấy, Hà Nội",21.03718212,105.8108271,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
Đại học Điện lực,MA0832,Kỹ thuật điện tử,24.1,Chính quy,"235 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.03435285,105.8131792,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Đại học Kinh tế Quốc dân,MA0833,Kinh tế quốc tế,24.2,Chất lượng cao,"207 Giải Phóng, Hai Bà Trưng, Hà Nội",21.04274484,105.8104376,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Công nghiệp Hà Nội,MA0834,Công nghệ vật liệu,24.3,Liên kết quốc tế,"298 Cầu Diễn, Bắc Từ Liêm, Hà Nội",21.03908915,105.8063596,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Học viện Tài chính,MA0835,Tài chính - Ngân hàng,24.4,Chính quy,"58 Lê Văn Hiến, Bắc Từ Liêm, Hà Nội",21.03279785,105.7975293,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Đại học Giao thông Vận tải,MA0836,Kỹ thuật ô tô,24.5,Chất lượng cao,"3 Cầu Giấy, Hà Nội",21.04198721,105.8033117,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Y tế Công cộng,MA0837,Y tế công cộng,24.6,Liên kết quốc tế,"1A Đức Thắng, Bắc Từ Liêm, Hà Nội",21.03090415,105.805194,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Học viện Ngân hàng,MA0838,Tài chính ngân hàng,24.7,Chính quy,"12 Chùa Bộc, Đống Đa, Hà Nội",21.02448672,105.8044687,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Học viện Ngoại giao,MA0839,Quan hệ quốc tế,24.8,Chất lượng cao,"69 Chùa Láng, Đống Đa, Hà Nội",21.03082848,105.8128386,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Mở Hà Nội,MA0840,Quản trị nhân lực,24.9,Liên kết quốc tế,"96 Định Công, Hoàng Mai, Hà Nội",21.02844486,105.8044237,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Đại học Mỹ thuật Công nghiệp,MA0841,Thiết kế thời trang,22,Chính quy,"360 Đê La Thành, Đống Đa, Hà Nội",21.03769411,105.8060193,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Đại học Văn hóa Hà Nội,MA0842,Quản lý văn hóa,22.1,Chất lượng cao,"418 Đê La Thành, Đống Đa, Hà Nội",21.0295763,105.7968997,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Học viện Phụ nữ Việt Nam,MA0843,Công tác xã hội,22.2,Liên kết quốc tế,"68 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.02601509,105.7971031,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
Học viện Hành chính Quốc gia,MA0844,Quản lý nhà nước,22.3,Chính quy,"77 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.03281443,105.8017512,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Học viện Âm nhạc Quốc gia Việt Nam,MA0845,Âm nhạc học,22.4,Chất lượng cao,"77 Hào Nam, Đống Đa, Hà Nội",21.02701927,105.8131639,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Luật Hà Nội,MA0846,Luật,22.5,Liên kết quốc tế,"87 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.02408551,105.8083747,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Đại học Phòng cháy chữa cháy,MA0847,Kỹ thuật phòng cháy,22.6,Chính quy,"243 Khuất Duy Tiến, Thanh Xuân, Hà Nội",21.02353944,105.8021807,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Đại học Khoa học Xã hội và Nhân văn,MA0848,Xã hội học,22.7,Chất lượng cao,"336 Nguyễn Trãi, Thanh Xuân, Hà Nội",21.04220428,105.804879,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Ngoại ngữ - ĐHQG Hà Nội,MA0849,Ngôn ngữ Anh,22.8,Liên kết quốc tế,"Phạm Văn Đồng, Cầu Giấy, Hà Nội",21.02768292,105.8067374,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Đại học Sân khấu - Điện ảnh,MA0850,Đạo diễn điện ảnh,22.9,Chính quy,"Mai Dịch, Cầu Giấy, Hà Nội",21.03114951,105.8054338,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Đại học Quốc gia Hà Nội,MA0851,Công nghệ thông tin,23,Chất lượng cao,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.03739027,105.8106698,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Sư phạm Hà Nội,MA0852,Kỹ thuật điện,23.1,Liên kết quốc tế,"136 Xuân Thủy, Cầu Giấy, Hà Nội",21.04086058,105.8056394,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Đại học Công nghệ - ĐHQG Hà Nội,MA0853,Khoa học máy tính,23.2,Chính quy,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.03818213,105.8129308,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Học viện Kỹ thuật Quân sự,MA0854,Kỹ thuật hàng không,23.3,Chất lượng cao,"236 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.02744492,105.8075087,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Học viện Công nghệ BCVT,MA0855,An toàn thông tin,23.4,Liên kết quốc tế,"122 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.03240015,105.8000328,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
Đại học Thương mại,MA0856,Quản trị kinh doanh,23.5,Chính quy,"79 Hồ Tùng Mậu, Cầu Giấy, Hà Nội",21.03640005,105.7962921,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Đại học Điện lực,MA0857,Kỹ thuật điện tử,23.6,Chất lượng cao,"235 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.02743208,105.8029299,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Kinh tế Quốc dân,MA0858,Kinh tế quốc tế,23.7,Liên kết quốc tế,"207 Giải Phóng, Hai Bà Trưng, Hà Nội",21.03178551,105.801801,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Đại học Công nghiệp Hà Nội,MA0859,Công nghệ vật liệu,23.8,Chính quy,"298 Cầu Diễn, Bắc Từ Liêm, Hà Nội",21.03865423,105.8091853,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Học viện Tài chính,MA0860,Tài chính - Ngân hàng,23.9,Chất lượng cao,"58 Lê Văn Hiến, Bắc Từ Liêm, Hà Nội",21.02426651,105.8063075,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Giao thông Vận tải,MA0861,Kỹ thuật ô tô,24,Liên kết quốc tế,"3 Cầu Giấy, Hà Nội",21.03989883,105.8081136,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Đại học Y tế Công cộng,MA0862,Y tế công cộng,24.1,Chính quy,"1A Đức Thắng, Bắc Từ Liêm, Hà Nội",21.0378443,105.7969745,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Học viện Ngân hàng,MA0863,Tài chính ngân hàng,24.2,Chất lượng cao,"12 Chùa Bộc, Đống Đa, Hà Nội",21.03655768,105.7944837,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Học viện Ngoại giao,MA0864,Quan hệ quốc tế,24.3,Liên kết quốc tế,"69 Chùa Láng, Đống Đa, Hà Nội",21.04079407,105.8112629,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Đại học Mở Hà Nội,MA0865,Quản trị nhân lực,24.4,Chính quy,"96 Định Công, Hoàng Mai, Hà Nội",21.04120201,105.8020683,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Đại học Mỹ thuật Công nghiệp,MA0866,Thiết kế thời trang,24.5,Chất lượng cao,"360 Đê La Thành, Đống Đa, Hà Nội",21.03063223,105.8025643,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Văn hóa Hà Nội,MA0867,Quản lý văn hóa,24.6,Liên kết quốc tế,"418 Đê La Thành, Đống Đa, Hà Nội",21.03068673,105.8084025,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
Học viện Phụ nữ Việt Nam,MA0868,Công tác xã hội,24.7,Chính quy,"68 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.03850921,105.7952375,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Học viện Hành chính Quốc gia,MA0869,Quản lý nhà nước,24.8,Chất lượng cao,"77 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.02430187,105.7984173,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Học viện Âm nhạc Quốc gia Việt Nam,MA0870,Âm nhạc học,24.9,Liên kết quốc tế,"77 Hào Nam, Đống Đa, Hà Nội",21.03115552,105.7936402,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Đại học Luật Hà Nội,MA0871,Luật,22,Chính quy,"87 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.02969674,105.8032647,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Đại học Phòng cháy chữa cháy,MA0872,Kỹ thuật phòng cháy,22.1,Chất lượng cao,"243 Khuất Duy Tiến, Thanh Xuân, Hà Nội",21.04195599,105.8003121,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Khoa học Xã hội và Nhân văn,MA0873,Xã hội học,22.2,Liên kết quốc tế,"336 Nguyễn Trãi, Thanh Xuân, Hà Nội",21.02556416,105.7976316,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Đại học Ngoại ngữ - ĐHQG Hà Nội,MA0874,Ngôn ngữ Anh,22.3,Chính quy,"Phạm Văn Đồng, Cầu Giấy, Hà Nội",21.0239932,105.8130093,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Đại học Sân khấu - Điện ảnh,MA0875,Đạo diễn điện ảnh,22.4,Chất lượng cao,"Mai Dịch, Cầu Giấy, Hà Nội",21.04025173,105.7975723,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Quốc gia Hà Nội,MA0876,Công nghệ thông tin,22.5,Liên kết quốc tế,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.04031911,105.8049087,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Đại học Sư phạm Hà Nội,MA0877,Kỹ thuật điện,22.6,Chính quy,"136 Xuân Thủy, Cầu Giấy, Hà Nội",21.04264717,105.797786,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Đại học Công nghệ - ĐHQG Hà Nội,MA0878,Khoa học máy tính,22.7,Chất lượng cao,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.03053508,105.8076767,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Học viện Kỹ thuật Quân sự,MA0879,Kỹ thuật hàng không,22.8,Liên kết quốc tế,"236 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.02566552,105.8100158,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
Học viện Công nghệ BCVT,MA0880,An toàn thông tin,22.9,Chính quy,"122 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.03861616,105.794824,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Đại học Thương mại,MA0881,Quản trị kinh doanh,23,Chất lượng cao,"79 Hồ Tùng Mậu, Cầu Giấy, Hà Nội",21.04055457,105.7934154,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Điện lực,MA0882,Kỹ thuật điện tử,23.1,Liên kết quốc tế,"235 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.0415201,105.806796,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Đại học Kinh tế Quốc dân,MA0883,Kinh tế quốc tế,23.2,Chính quy,"207 Giải Phóng, Hai Bà Trưng, Hà Nội",21.04046028,105.8070897,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Đại học Công nghiệp Hà Nội,MA0884,Công nghệ vật liệu,23.3,Chất lượng cao,"298 Cầu Diễn, Bắc Từ Liêm, Hà Nội",21.03585027,105.8021464,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
